Title,Location,Company,Salary,,SearchURL,URL,SQL,Hadoop,Oracle,Excel,Teradata,DB2,Qlik,SAS,Agile,Scrum,Statistics,PowerPoint,Python,Matlab,SQL Server,SSRS,ETL
Database Engineer,"Naperville, IL",Innovar Group,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Database-Engineer-Innovar-Group-Naperville-IL-60540/10109766/TBBC5929?icid=sr766-26p&q=Tableau&l=,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hadoop Engineer,"King Of Prussia, PA",JPC Partners,Competitive,FALSE,,https://www.dice.com/jobs/detail/Hadoop-Engineer-JPC-Partners-King-Of-Prussia-PA-19406/10125280/363263?icid=sr768-26p&q=Tableau&l=,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lead Cloud BigData Systems Engineer,"Beaverton, OR","Sunrise Systems, Inc.",Competitive,FALSE,,https://www.dice.com/jobs/detail/Lead-Cloud-BigData-Systems-Engineer-Sunrise-Systems%2C-Inc.-Beaverton-OR-97005/sunrise/15-16103?icid=sr770-26p&q=Tableau&l=,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information Analyst,"Tampa, FL",Software Guidance & Assistance,Competitive,FALSE,,https://www.dice.com/jobs/detail/Information-Analyst-Software-Guidance-%26-Assistance-Tampa-FL-33601/sgainc/15-03877?icid=sr771-26p&q=Tableau&l=,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Remote Job for Data Miner + SQL + SPSS Experience.,"Baltimore, MD","22nd Century Technologies, Inc.",Negotiable,FALSE,,https://www.dice.com/jobs/detail/Remote-Job-for-Data-Miner-%2B-SQL-%2B-SPSS-Experience.-22nd-Century-Technologies%2C-Inc.-Baltimore-MD-21224/90739239/Abhi_dataminer?icid=sr772-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cognos Administrator,"Newark, DE",Kforce Inc.,Competitive,FALSE,,https://www.dice.com/jobs/detail/Cognos-Administrator-Kforce-Inc.-Newark-DE-19713/kforcecx/ITAQG1488547?icid=sr773-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Software Development Senior Advisor,"Atlanta, GA",Kforce Inc.,Competitive,FALSE,,https://www.dice.com/jobs/detail/Software-Development-Senior-Advisor-Kforce-Inc.-Atlanta-GA-30301/kforcecx/ITEQG1492649?icid=sr774-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Program Manager,"Indianapolis, IN",Universal Business Solutions,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Program-Manager-Universal-Business-Solutions-Indianapolis-IN-46204/10116519/Bill01182016?icid=sr776-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Automation Test Engineer,"Charlotte, NC",Collabera,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Automation-Test-Engineer-Collabera-Charlotte-NC-28255/10208346H/2073_ATE_NC?icid=sr777-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cognos Administrator,"Newark, DE",The Judge Group,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Cognos-Administrator-The-Judge-Group-Newark-DE-19702/cxjudgpa/467649?icid=sr778-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Junior Business Intelligence Developer,"Woodbridge Township, NJ",Volt,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Junior-Business-Intelligence-Developer-Volt-Woodbridge-Township-NJ-/cxvolt/J3F7PK6HK536GY2QDBG?icid=sr779-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Qlikview Developer,"San Francisco, CA",Buxton Consulting,open,FALSE,,https://www.dice.com/jobs/detail/Qlikview-Developer-Buxton-Consulting-San-Francisco-CA-94102/buxton/207154?icid=sr780-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Sr Pl/sql with ETL/BI develepr,"Palo Alto, CA",Texara Solutions,Market,FALSE,,https://www.dice.com/jobs/detail/Sr-Pl%26%2347sql-with-ETL%26%2347BI-develepr-Texara-Solutions-Palo-Alto-CA-94304/90800953/187433?icid=sr751-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Healthcare Analytics SME/ Data Scientist,"Hartford, CT",VLink Inc,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Healthcare-Analytics-SME%26%2347-Data-Scientist-VLink-Inc-Hartford-CT-06105/RTL109178/328755?icid=sr752-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Business Data Analyst,"San Diego, CA",The Cydio Group,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Business-Data-Analyst-The-Cydio-Group-San-Diego-CA-92129/10124762/C2275?icid=sr754-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sr Business Systems Analyst (438159),"Houston, TX",Superior Group,Market,FALSE,,https://www.dice.com/jobs/detail/Sr-Business-Systems-Analyst-%28438159%29-Superior-Group-Houston-TX-77001/strny/354764?icid=sr755-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Senior Analyst - 3608,"Kirkland, WA",3608,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Senior-Analyst-%26%2345-3608-iSoftStone-Kirkland-WA-98033/10341551/3608?icid=sr756-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Senior Software Developer (438164),"Houston, TX",Superior Group,Market,FALSE,,https://www.dice.com/jobs/detail/Senior-Software-Developer-%28438164%29-Superior-Group-Houston-TX-77001/strny/354763?icid=sr757-26p&q=Tableau&l=,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Java Big Data Engineer,"Philadelphia, PA","Computer Enterprises, Inc.",120-150k,FALSE,,https://www.dice.com/jobs/detail/Java-Big-Data-Engineer-Computer-Enterprises%2C-Inc.-Philadelphia-PA-19103/ceiam/CCJO035894?icid=sr758-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Senior Business Intelligence Analyst,"Atlanta, GA","Systel,Inc.",Negotiable,FALSE,,https://www.dice.com/jobs/detail/Senior-Business-Intelligence-Analyst-Systel%2CInc.-Atlanta-GA-30301/systel/361367?icid=sr759-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Healthcare Data Busiiness Analyst,"Bloomfield, CT",VLink Inc,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Healthcare-Data-Busiiness-Analyst-VLink-Inc-Bloomfield-CT-06002/RTL109178/340784?icid=sr760-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Data Science Analyst #193mp,"Dearborn, MI",Quadrant Four,See job description,FALSE,,https://www.dice.com/jobs/detail/Data-Science-Analyst-%23193mp-Quadrant-Four-Dearborn-MI-48120/10106325/329213?icid=sr762-26p&q=Tableau&l=,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Data Steward,"Richmond, VA",Collabera,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Data-Steward-Collabera-Richmond-VA-23238/10208346P/PEGA?icid=sr763-26p&q=Tableau&l=,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CCAR Analyst,"Santa Clara, CA","Sysmind, LLC",Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/CCAR-Analyst-Sysmind%2C-LLC-Santa-Clara-CA-95050/10114932/362984?icid=sr765-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Database Engineer,"Naperville, IL",Innovar Group,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Database-Engineer-Innovar-Group-Naperville-IL-60540/10109766/TBBC5929?icid=sr766-26p&q=Tableau&l=,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hadoop Engineer,"King Of Prussia, PA",JPC Partners,Competitive,FALSE,,https://www.dice.com/jobs/detail/Hadoop-Engineer-JPC-Partners-King-Of-Prussia-PA-19406/10125280/363263?icid=sr768-26p&q=Tableau&l=,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lead Cloud BigData Systems Engineer,"Beaverton, OR","Sunrise Systems, Inc.",Competitive,FALSE,,https://www.dice.com/jobs/detail/Lead-Cloud-BigData-Systems-Engineer-Sunrise-Systems%2C-Inc.-Beaverton-OR-97005/sunrise/15-16103?icid=sr770-26p&q=Tableau&l=,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information Analyst,"Tampa, FL",Software Guidance & Assistance,Competitive,FALSE,,https://www.dice.com/jobs/detail/Information-Analyst-Software-Guidance-%26-Assistance-Tampa-FL-33601/sgainc/15-03877?icid=sr771-26p&q=Tableau&l=,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Remote Job for Data Miner + SQL + SPSS Experience.,"Baltimore, MD","22nd Century Technologies, Inc.",Negotiable,FALSE,,https://www.dice.com/jobs/detail/Remote-Job-for-Data-Miner-%2B-SQL-%2B-SPSS-Experience.-22nd-Century-Technologies%2C-Inc.-Baltimore-MD-21224/90739239/Abhi_dataminer?icid=sr772-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cognos Administrator,"Newark, DE",Kforce Inc.,Competitive,FALSE,,https://www.dice.com/jobs/detail/Cognos-Administrator-Kforce-Inc.-Newark-DE-19713/kforcecx/ITAQG1488547?icid=sr773-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Software Development Senior Advisor,"Atlanta, GA",Kforce Inc.,Competitive,FALSE,,https://www.dice.com/jobs/detail/Software-Development-Senior-Advisor-Kforce-Inc.-Atlanta-GA-30301/kforcecx/ITEQG1492649?icid=sr774-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Program Manager,"Indianapolis, IN",Universal Business Solutions,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Program-Manager-Universal-Business-Solutions-Indianapolis-IN-46204/10116519/Bill01182016?icid=sr776-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Automation Test Engineer,"Charlotte, NC",Collabera,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Automation-Test-Engineer-Collabera-Charlotte-NC-28255/10208346H/2073_ATE_NC?icid=sr777-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cognos Administrator,"Newark, DE",The Judge Group,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Cognos-Administrator-The-Judge-Group-Newark-DE-19702/cxjudgpa/467649?icid=sr778-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Junior Business Intelligence Developer,"Woodbridge Township, NJ",Volt,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Junior-Business-Intelligence-Developer-Volt-Woodbridge-Township-NJ-/cxvolt/J3F7PK6HK536GY2QDBG?icid=sr779-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Qlikview Developer,"San Francisco, CA",Buxton Consulting,open,FALSE,,https://www.dice.com/jobs/detail/Qlikview-Developer-Buxton-Consulting-San-Francisco-CA-94102/buxton/207154?icid=sr780-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Sr Pl/sql with ETL/BI develepr,"Palo Alto, CA",Texara Solutions,Market,FALSE,,https://www.dice.com/jobs/detail/Sr-Pl%26%2347sql-with-ETL%26%2347BI-develepr-Texara-Solutions-Palo-Alto-CA-94304/90800953/187433?icid=sr751-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Healthcare Analytics SME/ Data Scientist,"Hartford, CT",VLink Inc,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Healthcare-Analytics-SME%26%2347-Data-Scientist-VLink-Inc-Hartford-CT-06105/RTL109178/328755?icid=sr752-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Business Data Analyst,"San Diego, CA",The Cydio Group,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Business-Data-Analyst-The-Cydio-Group-San-Diego-CA-92129/10124762/C2275?icid=sr754-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Sr Business Systems Analyst (438159),"Houston, TX",Superior Group,Market,FALSE,,https://www.dice.com/jobs/detail/Sr-Business-Systems-Analyst-%28438159%29-Superior-Group-Houston-TX-77001/strny/354764?icid=sr755-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Senior Analyst - 3608,"Kirkland, WA",3608,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Senior-Analyst-%26%2345-3608-iSoftStone-Kirkland-WA-98033/10341551/3608?icid=sr756-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Senior Software Developer (438164),"Houston, TX",Superior Group,Market,FALSE,,https://www.dice.com/jobs/detail/Senior-Software-Developer-%28438164%29-Superior-Group-Houston-TX-77001/strny/354763?icid=sr757-26p&q=Tableau&l=,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Java Big Data Engineer,"Philadelphia, PA","Computer Enterprises, Inc.",120-150k,FALSE,,https://www.dice.com/jobs/detail/Java-Big-Data-Engineer-Computer-Enterprises%2C-Inc.-Philadelphia-PA-19103/ceiam/CCJO035894?icid=sr758-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Senior Business Intelligence Analyst,"Atlanta, GA","Systel,Inc.",Negotiable,FALSE,,https://www.dice.com/jobs/detail/Senior-Business-Intelligence-Analyst-Systel%2CInc.-Atlanta-GA-30301/systel/361367?icid=sr759-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
Healthcare Data Busiiness Analyst,"Bloomfield, CT",VLink Inc,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Healthcare-Data-Busiiness-Analyst-VLink-Inc-Bloomfield-CT-06002/RTL109178/340784?icid=sr760-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Data Science Analyst #193mp,"Dearborn, MI",Quadrant Four,See job description,FALSE,,https://www.dice.com/jobs/detail/Data-Science-Analyst-%23193mp-Quadrant-Four-Dearborn-MI-48120/10106325/329213?icid=sr762-26p&q=Tableau&l=,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Data Steward,"Richmond, VA",Collabera,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Data-Steward-Collabera-Richmond-VA-23238/10208346P/PEGA?icid=sr763-26p&q=Tableau&l=,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CCAR Analyst,"Santa Clara, CA","Sysmind, LLC",Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/CCAR-Analyst-Sysmind%2C-LLC-Santa-Clara-CA-95050/10114932/362984?icid=sr765-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Database Engineer,"Naperville, IL",Innovar Group,Depends On Experience,FALSE,,https://www.dice.com/jobs/detail/Database-Engineer-Innovar-Group-Naperville-IL-60540/10109766/TBBC5929?icid=sr766-26p&q=Tableau&l=,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Hadoop Engineer,"King Of Prussia, PA",JPC Partners,Competitive,FALSE,,https://www.dice.com/jobs/detail/Hadoop-Engineer-JPC-Partners-King-Of-Prussia-PA-19406/10125280/363263?icid=sr768-26p&q=Tableau&l=,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Lead Cloud BigData Systems Engineer,"Beaverton, OR","Sunrise Systems, Inc.",Competitive,FALSE,,https://www.dice.com/jobs/detail/Lead-Cloud-BigData-Systems-Engineer-Sunrise-Systems%2C-Inc.-Beaverton-OR-97005/sunrise/15-16103?icid=sr770-26p&q=Tableau&l=,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Information Analyst,"Tampa, FL",Software Guidance & Assistance,Competitive,FALSE,,https://www.dice.com/jobs/detail/Information-Analyst-Software-Guidance-%26-Assistance-Tampa-FL-33601/sgainc/15-03877?icid=sr771-26p&q=Tableau&l=,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Remote Job for Data Miner + SQL + SPSS Experience.,"Baltimore, MD","22nd Century Technologies, Inc.",Negotiable,FALSE,,https://www.dice.com/jobs/detail/Remote-Job-for-Data-Miner-%2B-SQL-%2B-SPSS-Experience.-22nd-Century-Technologies%2C-Inc.-Baltimore-MD-21224/90739239/Abhi_dataminer?icid=sr772-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cognos Administrator,"Newark, DE",Kforce Inc.,Competitive,FALSE,,https://www.dice.com/jobs/detail/Cognos-Administrator-Kforce-Inc.-Newark-DE-19713/kforcecx/ITAQG1488547?icid=sr773-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Software Development Senior Advisor,"Atlanta, GA",Kforce Inc.,Competitive,FALSE,,https://www.dice.com/jobs/detail/Software-Development-Senior-Advisor-Kforce-Inc.-Atlanta-GA-30301/kforcecx/ITEQG1492649?icid=sr774-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Program Manager,"Indianapolis, IN",Universal Business Solutions,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Program-Manager-Universal-Business-Solutions-Indianapolis-IN-46204/10116519/Bill01182016?icid=sr776-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Automation Test Engineer,"Charlotte, NC",Collabera,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Automation-Test-Engineer-Collabera-Charlotte-NC-28255/10208346H/2073_ATE_NC?icid=sr777-26p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Cognos Administrator,"Newark, DE",The Judge Group,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Cognos-Administrator-The-Judge-Group-Newark-DE-19702/cxjudgpa/467649?icid=sr778-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Junior Business Intelligence Developer,"Woodbridge Township, NJ",Volt,Negotiable,FALSE,,https://www.dice.com/jobs/detail/Junior-Business-Intelligence-Developer-Volt-Woodbridge-Township-NJ-/cxvolt/J3F7PK6HK536GY2QDBG?icid=sr779-26p&q=Tableau&l=,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Qlikview Developer,"San Francisco, CA",Buxton Consulting,open,FALSE,,https://www.dice.com/jobs/detail/Qlikview-Developer-Buxton-Consulting-San-Francisco-CA-94102/buxton/207154?icid=sr780-26p&q=Tableau&l=,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Cleared Desktop Technician,"Alexandria, VA","Beacon Hill Staffing Group, LLC",open,FALSE,,https://www.dice.com/jobs/detail/Cleared-Desktop-Technician-Beacon-Hill-Staffing-Group%2C-LLC-Alexandria-VA-22320/10216851/T1046319DCMKC-720?icid=sr811-28p&q=Tableau&l=,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"BUSINESS ANALYST, CLOUD SUBSCRIPTION 5234","Cary, NC",Blackstone Technology Group,Telecommuting not available,FALSE,,https://www.dice.com/jobs/detail/BUSINESS-ANALYST%2C-CLOUD-SUBSCRIPTION-5234-Blackstone-Technology-Group-Cary-NC-27513/bstone/BBBH6436-63?icid=sr812-28p&q=Tableau&l=,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FY16-0277 Web Developer lll,"Washington, DC",0277 Web Developer lll,Telecommuting not available,FALSE,,https://www.dice.com/jobs/detail/FY16%26%23450277-Web-Developer-lll-Randstad-Technologies-Washington-DC-20433/10115700a/462482?icid=sr813-28p&q=Tableau&l=,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Business Intelligence Tool Developer- # 1051,"Rockville, MD",# 1051,Telecommuting not available,FALSE,,https://www.dice.com/jobs/detail/Business-Intelligence-Tool-Developer%26%2345-%23-1051-Randstad-Technologies-Rockville-MD-20852/10115700a/462466?icid=sr814-28p&q=Tableau&l=,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
Pharma SaS Programmer,"Plainsboro, NJ","Hired by Matrix, Inc.",Telecommuting not available,FALSE,,https://www.dice.com/jobs/detail/Pharma-SaS-Programmer-Hired-by-Matrix%2C-Inc.-Plainsboro-NJ-08536/mic/BBBH20675-356?icid=sr815-28p&q=Tableau&l=,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
